Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,74.529999,77.830002,74.500000,77.250000,68.254875,49813700
2013-02-01,77.779999,79.160004,76.669998,78.239998,69.129608,38816800
2013-03-01,77.959999,81.019997,77.510002,80.959999,71.532883,34736600
2013-04-01,80.949997,82.300003,78.930000,82.260002,73.013046,39212700
2013-05-01,82.110001,87.089996,81.379997,84.269997,74.797119,42203000
2013-06-01,84.449997,85.519997,80.190002,82.669998,73.376961,61826100
2013-07-01,83.290001,88.000000,82.830002,87.419998,77.958397,47132600
2013-08-01,88.099998,88.690002,84.599998,84.769997,75.595177,45063300
2013-09-01,85.769997,90.230003,84.839996,87.650002,78.163498,43307200
2013-10-01,87.739998,92.400002,85.629997,91.389999,81.892563,67666200
2013-11-01,91.440002,94.339996,90.599998,93.860001,84.105865,43403300
2013-12-01,94.059998,96.000000,92.160004,95.919998,85.951805,68232900
2014-01-01,95.760002,96.360001,92.180000,92.879997,83.666466,84208200
2014-02-01,92.839996,97.860001,90.389999,97.400002,87.738113,56538100
2014-03-01,96.570000,98.849998,95.690002,97.470001,87.801147,57314600
2014-04-01,97.889999,98.849998,94.029999,97.529999,88.239273,60159200
2014-05-01,97.410004,99.680000,96.160004,99.580002,90.094002,31401800
2014-06-01,99.800003,102.250000,99.160004,101.769997,92.075394,36786300
2014-07-01,102.070000,103.000000,99.739998,99.739998,90.611359,34090000
2014-08-01,99.550003,103.959999,98.559998,103.879997,94.372437,46036300
2014-09-01,104.040001,104.589996,100.900002,101.239998,91.974060,42236800
2014-10-01,101.110001,104.199997,93.580002,104.019997,94.930878,82853100
2014-11-01,104.190002,107.070000,103.150002,106.599998,97.285431,39784600
2014-12-01,106.500000,107.709999,101.800003,106.000000,96.737854,82041400
2015-01-01,106.489998,106.720001,102.419998,103.099998,94.587608,74155100
2015-02-01,103.489998,109.779999,102.260002,109.019997,100.018829,53516900
2015-03-01,109.110001,110.089996,105.980003,107.250000,98.394958,58708300
2015-04-01,107.339996,110.279999,106.389999,107.910004,99.464073,56947600
2015-05-01,108.400002,110.680000,107.010002,109.309998,100.754486,43872500
2015-06-01,109.800003,110.900002,106.650002,107.019997,98.643723,54240400
2015-07-01,108.019997,110.209999,105.910004,108.839996,100.751724,59871400
2015-08-01,108.989998,109.339996,93.000000,102.209999,94.614433,96892500
2015-09-01,99.949997,105.019997,96.370003,98.720001,91.383789,85755700
2015-10-01,98.959999,107.279999,97.379997,106.529999,99.115532,51492100
2015-11-01,106.779999,108.570000,103.690002,107.169998,99.711006,46633900
2015-12-01,107.589996,108.269997,102.180000,104.300003,97.040771,80580900
2016-01-01,102.580002,103.180000,91.790001,98.330002,92.007568,115167300
2016-02-01,97.750000,99.760002,91.580002,98.320000,91.998192,74364300
2016-03-01,99.129997,105.389999,98.839996,104.820000,98.080254,65322800
2016-04-01,104.300003,107.639999,103.440002,105.510002,99.187813,48642000
2016-05-01,105.800003,107.690002,103.370003,107.339996,100.908157,51260900
2016-06-01,107.000000,108.930000,101.510002,107.160004,100.738945,61650300
2016-07-01,107.160004,111.620003,105.879997,111.419998,105.206528,44258300
2016-08-01,111.400002,112.779999,109.949997,111.650002,105.423683,35977100
2016-09-01,111.769997,112.750000,108.570000,111.330002,105.121544,48063700
2016-10-01,111.089996,111.440002,108.470001,108.889999,103.318451,40598800
2016-11-01,109.099998,114.550003,106.690002,113.779999,107.958244,66378300
2016-12-01,114.029999,117.790001,113.070000,115.320000,109.419449,60923300
2017-01-01,116.150002,118.620003,115.489998,117.459999,112.146194,48051100
2017-02-01,117.860001,122.360001,117.019997,121.800003,116.289856,40730300
2017-03-01,122.809998,123.730003,118.889999,121.320000,115.831573,56449700
2017-04-01,121.449997,123.449997,119.550003,122.610001,117.591293,44637300
2017-05-01,122.930000,124.269997,120.849998,123.849998,118.780540,44574100
2017-06-01,124.169998,126.349998,123.480003,124.449997,119.355972,47247300
2017-07-01,124.989998,127.599998,123.559998,126.790001,122.160309,36743500
2017-08-01,127.180000,127.720001,123.790001,126.980003,122.343361,43312100
2017-09-01,127.230003,129.559998,125.690002,129.520004,124.790619,34356600
2017-10-01,129.639999,132.679993,129.550003,132.330002,128.047684,45623500
2017-11-01,132.830002,136.919998,131.210007,136.339996,131.927933,51557600
2017-12-01,136.279999,138.720001,134.039993,137.250000,132.808487,47008100
2018-01-01,137.750000,146.869995,137.440002,144.429993,140.441376,62219300
2018-02-01,143.979996,145.020004,129.839996,139.000000,135.161346,83283100
2018-03-01,139.070007,144.139999,133.029999,135.720001,131.971909,61542800
2018-04-01,135.289993,139.850006,131.259995,136.330002,133.103470,54901800
2018-05-01,136.039993,141.660004,133.660004,140.039993,136.725632,35895900
2018-06-01,140.929993,144.660004,138.990005,140.429993,137.106415,43805700
2018-07-01,139.559998,146.740005,139.429993,145.089996,142.256638,43863400
2018-08-01,145.190002,150.770004,144.080002,150.070007,147.139389,48206500
2018-09-01,149.889999,151.839996,148.130005,149.649994,146.727570,41556400
2018-10-01,150.419998,150.770004,133.070007,138.559998,136.502594,102555400
2018-11-01,139.039993,144.059998,134.639999,141.350006,139.251190,65616800
2018-12-01,143.600006,144.000000,119.349998,127.629997,125.734894,153337500
