Date,Open,High,Low,Close,Adj Close,Volume
2016-03-08,101.730003,101.800003,100.910004,101.010002,95.379646,3436900
2016-03-09,101.500000,101.699997,100.980003,101.500000,95.842331,2131700
2016-03-10,101.800003,102.300003,100.400002,101.470001,95.814011,3702000
2016-03-11,102.370003,103.239998,102.330002,103.190002,97.438133,3253500
2016-03-14,102.879997,103.320000,102.690002,103.070000,97.324814,2987100
2016-03-15,102.000000,102.260002,101.760002,102.239998,96.992783,2992400
2016-03-16,101.989998,103.089996,101.910004,102.879997,97.599930,3473600
2016-03-17,102.870003,103.919998,102.599998,103.669998,98.349380,3472500
2016-03-18,103.949997,104.279999,103.800003,104.129997,98.785774,2942300
2016-03-21,103.980003,104.360001,103.800003,104.230003,98.880661,2539300
2016-03-22,103.750000,104.519997,103.610001,104.199997,98.852165,1962600
2016-03-23,104.040001,104.040001,103.279999,103.349998,98.045807,6087100
2016-03-24,102.760002,103.330002,102.529999,103.320000,98.017357,2173000
2016-03-28,103.580002,103.709999,103.070000,103.389999,98.083763,2103400
2016-03-29,103.190002,104.550003,102.959999,104.540001,99.174751,2920300
2016-03-30,105.040001,105.389999,104.730003,104.940002,99.554207,2258800
2016-03-31,104.970001,105.220001,104.699997,104.820000,99.440361,2230100
2016-04-01,104.300003,105.570000,103.949997,105.480003,100.066505,2996000
2016-04-04,105.489998,105.550003,104.889999,105.040001,99.649078,1847400
2016-04-05,104.309998,104.550003,103.870003,104.019997,98.681427,2572500
2016-04-06,104.089996,105.199997,103.900002,105.160004,99.762924,2565100
2016-04-07,104.500000,104.739998,103.440002,103.900002,98.567596,2134800
2016-04-08,104.570000,104.900002,103.910004,104.199997,98.852165,2337000
2016-04-11,104.650002,105.050003,103.910004,103.910004,98.577087,2276300
2016-04-12,104.099998,105.099998,103.779999,104.919998,99.535225,2357200
